TRINITY_DN35070_c0_g1_i1.p1;Q6NS09;2.88e-34;31.208;99;Transmembrane protein 45B OS=Xenopus laevis OX=8355 GN=tmem45b PE=2 SV=1
TRINITY_DN49112_c0_g1_i2.p1;Q9X248;1.78e-38;36.471;94;3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=fabG PE=3 SV=1
TRINITY_DN49263_c1_g1_i1.p1;Q8KWT4;2.73e-37;32.308;94;Dihydroanticapsin 7-dehydrogenase OS=Bacillus subtilis OX=1423 GN=bacC PE=1 SV=1
TRINITY_DN49263_c1_g3_i1.p1;H9XP47;1.28e-42;36.614;79;Meso-2,3-butanediol dehydrogenase OS=Serratia marcescens OX=615 GN=budC PE=1 SV=1
TRINITY_DN49295_c0_g1_i3.p1;O77504;3.51e-87;32.847;95;Solute carrier family 22 member 1 OS=Oryctolagus cuniculus OX=9986 GN=SLC22A1 PE=2 SV=1
TRINITY_DN49297_c0_g1_i3.p1;Q49B93;1.48e-23;34.951;99;Sodium-coupled monocarboxylate transporter 2 OS=Mus musculus OX=10090 GN=Slc5a12 PE=1 SV=1
TRINITY_DN49358_c0_g1_i1.p1;P25722;1.75e-21;34.112;53;Heparin sulfate O-sulfotransferase OS=Drosophila melanogaster OX=7227 GN=Hs2st PE=1 SV=2
TRINITY_DN49707_c2_g1_i5.p1;P91660;5.26e-55;24.714;97;Probable multidrug resistance-associated protein lethal(2)03659 OS=Drosophila melanogaster OX=7227 GN=l(2)03659 PE=2 SV=4
TRINITY_DN49727_c1_g1_i3.p1;P25169;1.27e-58;33.119;95;Sodium/potassium-transporting ATPase subunit beta OS=Artemia franciscana OX=6661 PE=2 SV=1
TRINITY_DN49862_c0_g1_i1.p1;Q9YH85;2.59e-06;31.250;63;Alpha-tectorin OS=Gallus gallus OX=9031 GN=TECTA PE=1 SV=1
TRINITY_DN50049_c0_g1_i10.p1;Q9W0M3;1.87e-09;31.034;27;Jumonji C domain-containing protein 5 OS=Drosophila melanogaster OX=7227 GN=JMJD5 PE=2 SV=2
TRINITY_DN50748_c1_g1_i1.p1;Q9UGJ1;0.0;50.523;97;Gamma-tubulin complex component 4 OS=Homo sapiens OX=9606 GN=TUBGCP4 PE=1 SV=1
TRINITY_DN50929_c4_g1_i2.p1;P0C6U3;8.71e-14;29.231;69;Replicase polyprotein 1a OS=Human coronavirus HKU1 (isolate N1) OX=443239 GN=1a PE=1 SV=1
TRINITY_DN50929_c4_g1_i2.p1;P0C6U3;7.10e-09;28.409;69;Replicase polyprotein 1a OS=Human coronavirus HKU1 (isolate N1) OX=443239 GN=1a PE=1 SV=1
TRINITY_DN50929_c4_g1_i2.p1;P0C6U3;6.18e-07;29.231;69;Replicase polyprotein 1a OS=Human coronavirus HKU1 (isolate N1) OX=443239 GN=1a PE=1 SV=1
TRINITY_DN50931_c2_g1_i3.p1;Q4VBT5;1.68e-101;50.820;97;Probable E3 ubiquitin-protein ligase makorin-1 OS=Danio rerio OX=7955 GN=mkrn1 PE=2 SV=1
TRINITY_DN50956_c0_g1_i1.p1;P70389;4.73e-47;28.224;69;Insulin-like growth factor-binding protein complex acid labile subunit OS=Mus musculus OX=10090 GN=Igfals PE=1 SV=1
TRINITY_DN50956_c0_g1_i1.p1;P70389;2.77e-27;30.280;69;Insulin-like growth factor-binding protein complex acid labile subunit OS=Mus musculus OX=10090 GN=Igfals PE=1 SV=1
TRINITY_DN50956_c0_g1_i1.p1;P70389;6.21e-07;26.396;69;Insulin-like growth factor-binding protein complex acid labile subunit OS=Mus musculus OX=10090 GN=Igfals PE=1 SV=1
TRINITY_DN51411_c0_g2_i3.p1;Q9VQX4;0.0;64.516;96;Nicotinate phosphoribosyltransferase OS=Drosophila melanogaster OX=7227 GN=Naprt PE=2 SV=2
TRINITY_DN51584_c0_g1_i1.p1;Q8TER0;1.85e-18;31.518;57;Sushi, nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNED1 PE=1 SV=2
TRINITY_DN51584_c0_g1_i4.p1;Q8TER0;1.50e-21;28.144;62;Sushi, nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNED1 PE=1 SV=2
TRINITY_DN51584_c0_g1_i4.p1;Q8TER0;1.52e-16;29.804;62;Sushi, nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNED1 PE=1 SV=2
TRINITY_DN51652_c1_g1_i3.p1;Q9YGI5;4.07e-29;42.105;68;Deoxyribonuclease-1 OS=Gallus gallus OX=9031 GN=DNASE1 PE=1 SV=1
TRINITY_DN51652_c1_g1_i4.p1;P00639;1.41e-53;39.245;69;Deoxyribonuclease-1 OS=Bos taurus OX=9913 GN=DNASE1 PE=1 SV=3
TRINITY_DN51686_c2_g1_i2.p1;O75897;1.26e-54;37.079;85;Sulfotransferase 1C4 OS=Homo sapiens OX=9606 GN=SULT1C4 PE=1 SV=2
TRINITY_DN51694_c1_g1_i1.p1;Q5ZIF1;1.92e-81;36.181;99;Adipocyte plasma membrane-associated protein OS=Gallus gallus OX=9031 GN=APMAP PE=2 SV=1
TRINITY_DN51697_c1_g1_i12.p1;P48060;4.93e-27;38.406;61;Glioma pathogenesis-related protein 1 OS=Homo sapiens OX=9606 GN=GLIPR1 PE=1 SV=3
TRINITY_DN51697_c1_g1_i8.p1;A8MUX0;5.47e-19;25.180;84;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN51697_c1_g1_i8.p1;A8MUX0;1.32e-17;22.356;84;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN51697_c1_g1_i8.p1;A8MUX0;5.03e-13;21.839;84;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN51697_c1_g1_i8.p1;A8MUX0;6.81e-10;20.896;84;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN51697_c1_g1_i8.p3;P48060;4.93e-27;38.406;61;Glioma pathogenesis-related protein 1 OS=Homo sapiens OX=9606 GN=GLIPR1 PE=1 SV=3
TRINITY_DN51697_c1_g1_i9.p3;Q9DAG6;5.64e-29;40.523;45;GLIPR1-like protein 1 OS=Mus musculus OX=10090 GN=Glipr1l1 PE=1 SV=1
TRINITY_DN51697_c1_g1_i9.p1;A8MUX0;1.87e-19;24.752;74;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN51697_c1_g1_i9.p1;A8MUX0;1.44e-12;21.839;74;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN51697_c1_g1_i9.p1;A8MUX0;3.36e-10;20.896;74;Keratin-associated protein 16-1 OS=Homo sapiens OX=9606 GN=KRTAP16-1 PE=1 SV=1
TRINITY_DN51743_c1_g1_i1.p1;Q866C5;1.45e-25;27.891;77;Galactoside alpha-(1,2)-fucosyltransferase 1 OS=Plecturocebus brunneus OX=1812042 GN=FUT1 PE=3 SV=1
TRINITY_DN51895_c3_g3_i2.p1;Q8T5T1;4.06e-09;22.897;86;Midasin OS=Giardia intestinalis OX=5741 GN=MDN1 PE=3 SV=1
TRINITY_DN51895_c3_g3_i2.p1;Q8T5T1;9.78e-09;21.538;86;Midasin OS=Giardia intestinalis OX=5741 GN=MDN1 PE=3 SV=1
TRINITY_DN51895_c3_g3_i2.p1;Q8T5T1;3.97e-07;21.330;86;Midasin OS=Giardia intestinalis OX=5741 GN=MDN1 PE=3 SV=1
TRINITY_DN51895_c3_g3_i2.p1;Q8T5T1;2.02e-06;21.868;86;Midasin OS=Giardia intestinalis OX=5741 GN=MDN1 PE=3 SV=1
TRINITY_DN52061_c0_g5_i1.p1;Q5VYX0;1.61e-95;40.870;96;Renalase OS=Homo sapiens OX=9606 GN=RNLS PE=1 SV=1
TRINITY_DN52111_c1_g1_i3.p1;Q9V3P0;4.67e-109;79.144;65;Peroxiredoxin 2 OS=Drosophila melanogaster OX=7227 GN=Prx2 PE=1 SV=1
TRINITY_DN52166_c1_g1_i4.p1;Q5UPE4;2.93e-10;39.416;74;Collagen-like protein 1 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L71 PE=4 SV=1
TRINITY_DN52166_c1_g1_i4.p1;Q5UPE4;5.48e-10;40.000;74;Collagen-like protein 1 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L71 PE=4 SV=1
TRINITY_DN52166_c1_g1_i4.p1;Q5UPE4;8.79e-10;44.660;74;Collagen-like protein 1 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L71 PE=4 SV=1
TRINITY_DN52166_c1_g1_i4.p1;Q5UPE4;8.02e-08;38.095;74;Collagen-like protein 1 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L71 PE=4 SV=1
TRINITY_DN52166_c1_g1_i4.p1;Q5UPE4;1.77e-07;40.777;74;Collagen-like protein 1 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L71 PE=4 SV=1
TRINITY_DN52166_c1_g1_i4.p1;Q5UPE4;3.14e-07;36.923;74;Collagen-like protein 1 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L71 PE=4 SV=1
TRINITY_DN52260_c0_g2_i2.p1;Q1EHB4;7.45e-122;38.745;92;Sodium-coupled monocarboxylate transporter 2 OS=Homo sapiens OX=9606 GN=SLC5A12 PE=1 SV=2
TRINITY_DN52305_c2_g3_i1.p1;Q9EQC1;3.57e-31;36.744;88;3 beta-hydroxysteroid dehydrogenase type 7 OS=Mus musculus OX=10090 GN=Hsd3b7 PE=1 SV=1
TRINITY_DN52440_c0_g3_i1.p1;P31695;7.30e-08;47.297;20;Neurogenic locus notch homolog protein 4 OS=Mus musculus OX=10090 GN=Notch4 PE=1 SV=3
TRINITY_DN52852_c2_g1_i2.p1;Q5ZLK5;2.88e-75;36.093;96;Prolyl 4-hydroxylase subunit alpha-2 OS=Gallus gallus OX=9031 GN=P4HA2 PE=1 SV=1
TRINITY_DN52852_c2_g2_i2.p1;P48039;1.28e-29;30.097;64;Melatonin receptor type 1A OS=Homo sapiens OX=9606 GN=MTNR1A PE=1 SV=1
TRINITY_DN52866_c3_g2_i2.p1;P57432;3.94e-11;40.506;87;3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806 GN=fabG PE=3 SV=1
TRINITY_DN52912_c2_g2_i1.p1;P78504;6.10e-06;27.542;62;Protein jagged-1 OS=Homo sapiens OX=9606 GN=JAG1 PE=1 SV=3
TRINITY_DN52954_c0_g1_i13.p1;Q8BNA6;7.34e-25;41.441;26;Protocadherin Fat 3 OS=Mus musculus OX=10090 GN=Fat3 PE=1 SV=2
TRINITY_DN52954_c0_g1_i13.p1;Q8BNA6;7.87e-12;38.889;26;Protocadherin Fat 3 OS=Mus musculus OX=10090 GN=Fat3 PE=1 SV=2
TRINITY_DN52954_c0_g1_i13.p1;Q8BNA6;2.81e-09;36.486;26;Protocadherin Fat 3 OS=Mus musculus OX=10090 GN=Fat3 PE=1 SV=2
TRINITY_DN53019_c2_g1_i4.p1;Q6PGE7;1.32e-125;41.011;85;Sodium-dependent proline transporter OS=Mus musculus OX=10090 GN=Slc6a7 PE=1 SV=1
TRINITY_DN53019_c2_g1_i9.p1;Q6PGE7;3.05e-128;41.121;86;Sodium-dependent proline transporter OS=Mus musculus OX=10090 GN=Slc6a7 PE=1 SV=1
TRINITY_DN53058_c2_g1_i3.p1;Q9STH1;2.15e-36;36.224;59;Hsp70-Hsp90 organizing protein 3 OS=Arabidopsis thaliana OX=3702 GN=HOP3 PE=2 SV=1
TRINITY_DN53058_c2_g1_i3.p1;Q9STH1;1.16e-16;29.016;59;Hsp70-Hsp90 organizing protein 3 OS=Arabidopsis thaliana OX=3702 GN=HOP3 PE=2 SV=1
TRINITY_DN53069_c0_g3_i4.p1;P24367;4.34e-50;50.000;89;Peptidyl-prolyl cis-trans isomerase B OS=Gallus gallus OX=9031 GN=PPIB PE=2 SV=1
TRINITY_DN53069_c0_g4_i1.p1;P52014;4.61e-57;50.000;93;Peptidyl-prolyl cis-trans isomerase 6 OS=Caenorhabditis elegans OX=6239 GN=cyn-6 PE=2 SV=1
TRINITY_DN53069_c0_g4_i5.p1;P24367;6.12e-56;49.206;81;Peptidyl-prolyl cis-trans isomerase B OS=Gallus gallus OX=9031 GN=PPIB PE=2 SV=1
TRINITY_DN53069_c0_g4_i6.p1;P52014;4.61e-57;50.000;93;Peptidyl-prolyl cis-trans isomerase 6 OS=Caenorhabditis elegans OX=6239 GN=cyn-6 PE=2 SV=1
TRINITY_DN53069_c0_g4_i7.p1;P52014;4.61e-57;50.000;93;Peptidyl-prolyl cis-trans isomerase 6 OS=Caenorhabditis elegans OX=6239 GN=cyn-6 PE=2 SV=1
TRINITY_DN53164_c0_g1_i3.p1;P35859;4.19e-50;32.280;50;Insulin-like growth factor-binding protein complex acid labile subunit OS=Rattus norvegicus OX=10116 GN=Igfals PE=1 SV=1
TRINITY_DN53164_c0_g1_i3.p1;P35859;1.50e-40;30.963;50;Insulin-like growth factor-binding protein complex acid labile subunit OS=Rattus norvegicus OX=10116 GN=Igfals PE=1 SV=1
TRINITY_DN53164_c0_g1_i3.p1;P35859;9.22e-36;29.757;50;Insulin-like growth factor-binding protein complex acid labile subunit OS=Rattus norvegicus OX=10116 GN=Igfals PE=1 SV=1
TRINITY_DN53164_c0_g1_i3.p1;P35859;1.65e-32;31.008;50;Insulin-like growth factor-binding protein complex acid labile subunit OS=Rattus norvegicus OX=10116 GN=Igfals PE=1 SV=1
TRINITY_DN53217_c0_g1_i1.p1;P34284;4.22e-07;25.000;37;F-box/LRR-repeat protein fbxl-1 OS=Caenorhabditis elegans OX=6239 GN=fbxl-1 PE=2 SV=3
TRINITY_DN53230_c0_g1_i1.p1;Q9MYM7;1.53e-34;35.556;49;Beta-1,3-galactosyltransferase 1 OS=Pongo pygmaeus OX=9600 GN=B3GALT1 PE=3 SV=1
TRINITY_DN53230_c0_g1_i1.p1;Q9MYM7;2.83e-16;24.528;49;Beta-1,3-galactosyltransferase 1 OS=Pongo pygmaeus OX=9600 GN=B3GALT1 PE=3 SV=1
TRINITY_DN53458_c0_g1_i3.p1;Q62689;2.10e-54;25.651;90;Tyrosine-protein kinase JAK2 OS=Rattus norvegicus OX=10116 GN=Jak2 PE=1 SV=1
TRINITY_DN53458_c0_g1_i3.p1;Q62689;3.01e-44;33.808;90;Tyrosine-protein kinase JAK2 OS=Rattus norvegicus OX=10116 GN=Jak2 PE=1 SV=1
TRINITY_DN53458_c0_g1_i3.p1;Q62689;1.99e-17;25.850;90;Tyrosine-protein kinase JAK2 OS=Rattus norvegicus OX=10116 GN=Jak2 PE=1 SV=1
TRINITY_DN53458_c0_g1_i3.p1;Q62689;1.03e-16;27.636;90;Tyrosine-protein kinase JAK2 OS=Rattus norvegicus OX=10116 GN=Jak2 PE=1 SV=1
TRINITY_DN53757_c0_g1_i5.p1;O14522;1.98e-101;36.566;68;Receptor-type tyrosine-protein phosphatase T OS=Homo sapiens OX=9606 GN=PTPRT PE=1 SV=6
TRINITY_DN53757_c0_g1_i5.p1;O14522;1.70e-25;30.417;68;Receptor-type tyrosine-protein phosphatase T OS=Homo sapiens OX=9606 GN=PTPRT PE=1 SV=6
TRINITY_DN53757_c0_g1_i5.p1;O14522;9.24e-08;42.222;68;Receptor-type tyrosine-protein phosphatase T OS=Homo sapiens OX=9606 GN=PTPRT PE=1 SV=6
TRINITY_DN53762_c1_g1_i1.p1;P97846;1.82e-09;27.570;42;Contactin-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Cntnap1 PE=1 SV=1
TRINITY_DN53762_c1_g1_i3.p1;Q5RD64;4.14e-12;32.828;40;Contactin-associated protein-like 2 OS=Pongo abelii OX=9601 GN=CNTNAP2 PE=2 SV=1
TRINITY_DN53762_c1_g1_i3.p1;Q5RD64;2.28e-07;27.746;40;Contactin-associated protein-like 2 OS=Pongo abelii OX=9601 GN=CNTNAP2 PE=2 SV=1
TRINITY_DN53762_c1_g2_i3.p1;Q9UBG0;5.28e-18;23.515;37;C-type mannose receptor 2 OS=Homo sapiens OX=9606 GN=MRC2 PE=1 SV=2
TRINITY_DN53762_c1_g2_i3.p1;Q9UBG0;2.39e-10;23.423;37;C-type mannose receptor 2 OS=Homo sapiens OX=9606 GN=MRC2 PE=1 SV=2
TRINITY_DN53762_c1_g2_i3.p1;Q9UBG0;3.47e-10;25.275;37;C-type mannose receptor 2 OS=Homo sapiens OX=9606 GN=MRC2 PE=1 SV=2
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;2.94e-25;32.906;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;2.19e-21;32.127;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;8.35e-21;30.932;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;8.56e-21;28.571;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;9.17e-21;27.692;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;1.63e-18;28.000;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;8.14e-17;26.523;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;9.25e-17;25.267;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;2.30e-16;26.943;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;3.68e-16;27.941;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;6.14e-16;28.870;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;1.39e-15;28.205;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;1.95e-14;24.268;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;3.73e-14;26.222;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;3.33e-13;35.088;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;4.20e-11;25.333;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;9.99e-11;25.000;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;8.17e-08;25.301;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53836_c0_g1_i1.p1;Q4LDE5;1.02e-07;27.326;39;Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3
TRINITY_DN53903_c1_g1_i4.p1;Q04281;4.21e-50;60.326;42;Homeobox protein XHOX-7.1 (Fragment) OS=Xenopus laevis OX=8355 PE=2 SV=1
TRINITY_DN54092_c0_g1_i1.p1;Q9STY8;8.02e-20;38.168;90;11-beta-hydroxysteroid dehydrogenase-like 2 OS=Arabidopsis thaliana OX=3702 GN=HSD2 PE=3 SV=1
TRINITY_DN54092_c0_g1_i2.p1;P39483;2.16e-35;33.735;100;Glucose 1-dehydrogenase 2 OS=Priestia megaterium OX=1404 GN=gdhII PE=1 SV=1
TRINITY_DN54310_c1_g1_i13.p2;Q65169;8.72e-18;45.946;66;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i13.p2;Q65169;2.74e-15;54.023;66;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i13.p2;Q65169;1.89e-14;52.326;66;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i13.p2;Q65169;8.48e-14;50.575;66;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i13.p2;Q65169;1.66e-13;49.425;66;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;8.36e-16;57.143;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;8.78e-16;56.471;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;1.66e-14;54.217;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;2.20e-14;56.098;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;4.01e-14;54.217;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;1.02e-13;53.012;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;1.59e-13;42.991;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;2.10e-13;57.143;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;2.16e-13;55.000;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g1_i19.p1;Q65169;2.87e-13;51.807;80;Protein B602L OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-079 PE=2 SV=1
TRINITY_DN54310_c1_g2_i2.p1;Q8V9S9;3.91e-10;39.752;88;Protein B602L OS=African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983) OX=10500 GN=Mal-087 PE=3 SV=1
TRINITY_DN54310_c1_g2_i2.p1;Q8V9S9;2.97e-09;43.697;88;Protein B602L OS=African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983) OX=10500 GN=Mal-087 PE=3 SV=1
TRINITY_DN54310_c1_g2_i2.p1;Q8V9S9;7.21e-09;42.105;88;Protein B602L OS=African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983) OX=10500 GN=Mal-087 PE=3 SV=1
TRINITY_DN54310_c1_g2_i2.p1;Q8V9S9;8.87e-09;41.935;88;Protein B602L OS=African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983) OX=10500 GN=Mal-087 PE=3 SV=1
TRINITY_DN54310_c1_g2_i2.p1;Q8V9S9;2.70e-08;40.288;88;Protein B602L OS=African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983) OX=10500 GN=Mal-087 PE=3 SV=1
TRINITY_DN54479_c0_g1_i1.p1;Q7T1N4;4.14e-40;26.367;92;Acid-sensing ion channel 1 OS=Opsanus tau OX=8068 GN=asic1 PE=1 SV=1
TRINITY_DN54479_c0_g1_i4.p1;O13263;1.30e-36;30.056;71;Epithelial sodium channel subunit gamma-2 OS=Xenopus laevis OX=8355 GN=scnn1g-b PE=1 SV=1
TRINITY_DN54617_c0_g1_i5.p1;C9D7C2;0.0;69.987;65;Voltage-dependent calcium channel type A subunit alpha-1 OS=Apis mellifera OX=7460 GN=CAC PE=2 SV=1
TRINITY_DN54617_c0_g1_i5.p1;C9D7C2;3.42e-24;25.148;65;Voltage-dependent calcium channel type A subunit alpha-1 OS=Apis mellifera OX=7460 GN=CAC PE=2 SV=1
TRINITY_DN54617_c0_g1_i5.p1;C9D7C2;1.73e-23;22.633;65;Voltage-dependent calcium channel type A subunit alpha-1 OS=Apis mellifera OX=7460 GN=CAC PE=2 SV=1
TRINITY_DN54617_c0_g1_i5.p1;C9D7C2;9.69e-21;25.746;65;Voltage-dependent calcium channel type A subunit alpha-1 OS=Apis mellifera OX=7460 GN=CAC PE=2 SV=1
TRINITY_DN54617_c0_g1_i5.p1;C9D7C2;1.48e-08;22.896;65;Voltage-dependent calcium channel type A subunit alpha-1 OS=Apis mellifera OX=7460 GN=CAC PE=2 SV=1
TRINITY_DN54617_c0_g1_i5.p1;C9D7C2;2.95e-07;34.091;65;Voltage-dependent calcium channel type A subunit alpha-1 OS=Apis mellifera OX=7460 GN=CAC PE=2 SV=1
TRINITY_DN54628_c1_g2_i1.p1;O44252;7.62e-22;25.746;74;Protein rolling stone OS=Drosophila melanogaster OX=7227 GN=rost PE=2 SV=2
